und Händeklatschen im Saale und auf der Gallerie.) Dafätr sind,[],[],[],['Saale'];;
ihm alle wahren Juden zur Dankbarkeit verpflichtet. (Stätrmischer,[],[],[],[];;
”,[],[],[],[];;
Applaus,['Applaus'],[],[],[];;
die Versammlung erhebt sich.),[],[],[],[];;
Geehrte Congressmitglieder! Sie werden verstehen, dass es,[],[],[],[];;
ein Gebot der Schicklichkeit ist, die glätckliche und bedeutsame,[],[],[],[];;
Thatsache des unter solchen Umständen erfolgten Jerusalemer,[],['Jerusalemer'],[],[];;
Empfanges nicht agitatorisch auszunättzen. (Allgemeine Zustimmung.),[],[],[],[];;
Wir wollen uns daher enthalten, hier irgendeine Discussion daran,[],[],[],[];;
zu knätpfen. (Beifall.) Eines mätssen wir in unserer freudigen Dank,[],['Dank'],[],[];;
barkeit aber dennoch hervorheben: Die vollkommene Legalität,[],[],[],[];;
6 ”,[],[],[],[];;
und Loyalität unserer so hoch geehrten Bewegung ist nach diesem,['Loyalität'],[],[],[];;
Ereignis wohl fätr immer äusser Frage.,['Ereignis'],[],[],[];;
Natätrlich legen wir das grösste Gewicht darauf, diese,['Natätrlich'],[],[],[];;
Loyalität vor allem der tätrkischen Regierung gegenätber zu be-,['Loyalität'],[],[],['tätrkischen Regierung'];;
tonen und zu beweisen. (Stätrmischer Beifall und Händeklatschen.),[],['Händeklatschen'],[],[];;
Von uns wird kein Schritt unternommen, der auch nur entfernt,[],[],[],[];;
das gerechte Misstrauen des souveränen Besitzers von Palästina,[],['Palästina'],[],[];;
erwecken könnte. Wir wollen und können dem osmanischen Reiche,[],[],[],['osmanischen Reiche'];;
die grössten Vortheile bringen, folglich können wir ganz offen auf-,[],[],[],[];;
treten. Wer sich irgendwo einschleicht, hat gewöhnlich nicht die,[],[],[],[];;
Absicht, etwas zu bringen. (Lebhafte Zustimmung.) Dies war das,[],[],[],[];;
Raisonnement, das wohlverständliche, welches zu den jetzt in,[],[],[],[];;
Palästina bestehenden Einwanderungsschwierigkeiten fäthrte. Wir,[],['Palästina'],[],['Palästina'];;
haben sie nicht hervorgerufen; sie sind bekanntlich älteren,[],[],[],[];
Datums, als die hier vertretene Bewegung. Aber wenn man uns,[],[],[],[];;
auch nicht beschuldigen darf, das Einwanderungsverbot ver-,['Einwanderungsverbot'],[],[],[];;
ursacht zu haben, so wollen wir doch deutlich angeben, wie wir,[],[],[],['ursacht'];;
uns dazu stellen.,[],[],[],[];;
Wie? Man wollte eine Bevölkerung in einem Lande ansässig,[],[],[],[];;
machen, ohne vorher den ganzen Plan offen erklärt zu haben?,[],[],[],[];;
"Kommt Einer bei Nacht und Nebel heimlich heran, so darf er,""['Kommt Einer', 'Nebel']"",[],[],[]";;
sich nicht wundern, wenn man ihm Halt! Wer da? entgegenruft.,[],[],[],[];;
Und umso schlimmer fätr ihn, wenn er darauf keine gute, klare,[],[],[],[];;
Antwort geben kann. Uebrigens ist das auch gar nicht die,[],[],[],[];;
Situation, in der irgendeine Antwort unverdächtig klingt. Wir,[],[],[],[];;
machen es darum anders. Wir erklären unsere Absichten am hellen,[],[],[],[];;
Tage, den wir Gott sei dank nicht zu scheuen haben, und wir wollen,[],[],[],[];;
die Billigung erwirken, bevor wir etwas unternehmen, was sonst,[],[],[],[];;
das verantwortungsschwerste aller Experimente wäre. (Lebhafte,[],[],[],[];;
Zustimmung.) Denn es handelt sich nicht nur darum, die Leute,[],[],[],[];;
hinzukriegen, sondern sie auch dort zu behalten. Und zwar in,[],[],[],[];;
guter Sicherheit. (Langandauernder lebhafter Beifall und Hände,['Hände'],[],['Langandauernder'],[];;
klatschen.,[],[],[],[];;
Leider gibt es viele unserer Brätder, denen es nicht mehr,['Leider'],[],[],[];;
schlechter gehen kann, und darum alles acceptieren. Aber um den,[],[],[],[];;
Kranken nur von einer Seite auf die andere zu legen, brauchte,[],[],[],[];;
"nicht so viel Scharfsinn, Mäthe und Geld aufgewendet zu werden.,[],""['Scharfsinn', 'Mäthe', 'Geld']"",[],[]";;
Versuchen wir lieber, ihn zu heilen. Das ist ein so grosser Zweck,,[],[],[],[];;
er ist so vernätnftig und einleuchtend, dass niemand mehr nach,[],[],[],[];;
geheimen Beweggrätnden forschen wird. Warum sollten wir das,[],[],[],[];;
also nicht gerade heraussagen? Es wird ja dadurch alles mit einem,[],[],[],[];;
Schläge verständlich, was wir vorhaben. Es gibt kein Misstrauen,[],[],[],[];;
mehr. Wir betreten den Boden der Verhandlungen, die fräther oder,[],[],[],[];;
später zu einem Ergebnisse fäthren werden, wenn wir nur einig,[],[],[],[];;
vorgehen und unsere Kräfte zusammenhalten. (Lebhafter Beifall,[],[],[],[];;
und Händeklatschen.),[],['Händeklatschen'],[],[];;
7,[],[],[],[];;
”,[],[],[],[];;
Darum haben wir vor allem den elektrischen Strom unserer,['Darum'],[],[],[];;
Einheit erzeugt und wollen ihn immer noch verstärken. Und es,[],[],[],[];;
soll niemand einen Theil dieses Stromes abzweigen und ableiten.,[],[],[],[];;
Es wäre ein Frevel an der Gesammtheit. (Lebhafte Zustimmung.),[],[],[],[];;
Auf diesem Congresse sind bekanntlich noch nicht alle,[],[],[],[];;
Zionisten vertreten. Unsere Bewegung ist noch viel grösser, als,[],[],[],[];;
sie hier in die Erscheinung tritt. Eine ansehnliche Gruppe hoch,[],[],[],[];;
verdienter Zionisten der älteren Richtung hängt noch an der vor,[],[],[],[];;
uns befolgten Methode. Wir geben die Hoffnung nicht auf, sie,[],[],[],[];;
brätderlich zu unseren Anschauungen zu bekehren. (Lebhafter Bei,[],[],[],[];;
fall und Händeklatschen.) In der Idee trennt uns nichts. Die beste,[],['Händeklatschen'],[],[];;
Form der Ausfäthrung mätssen wir gemeinsam suchen.,[],[],[],[];;
Wieder andere Zionisten und zwar die an materiellen Mitteln,[],[],[],[];;
mächtigsten, wären mit uns vollkommen einverstanden, wenn wir,[],[],[],[];;
nicht das Verfahren der öffentlichen Discussion wählten. Werden,[],[],[],[];;
wir aber ein Ergebnis erzielen, so werden sie mit uns sein. (Bravo!,[],[],[],[];;
Fräther brauchen wir sie nicht, dann werden wir sie,['Fräther'],[],[],[];;
bravo!),[],[],[],[];;
haben. (Lebhafter Beifall und Händeklatschen.) Es besteht darätber,[],['Händeklatschen'],[],[];;
heute kein Zweifel mehr.,[],[],[],[];;
Welcher Art soll nun dieses Ergebnis sein? Sagen wir es mit,['Welcher'],[],[],[];;
Einem Wort: Ein Charter! Unsere Bemäthungen sind darauf ge,[],[],[],[];;
richtet, einen Charter von der tätrkischen Regierung zu erlangen,,[],[],[],['tätrkischen Regierung'];;
einen Charter unter der Souveränetät Sr. Majestät des Sultans.,[],['Sultans'],[],[];;
Erst wenn wir im Besitze dieses Charters sind, welcher die nöthigen,['Erst'],[],[],[];;
öffentlich rechtlichen Sicherheiten enthalten muss, können wir eine,[],[],[],[];;
grosse praktische Colonisation beginnen. (Lebhafter Beifall und,[],[],[],[];;
Händeklatschen.) Fätr die Gewährung dieses Charters werden wir,[],['Händeklatschen'],['Händeklatschen.'],[];;
der tätrkischen Regierung grosse Vortheile vermitteln.,[],[],[],['tätrkischen Regierung'];;
Das konnte und kann aber nicht vom Congresse aus ge,[],[],[],[];;
schehen, der die hierzu erforderliche juristische Persönlichkeit,[],[],[],[];;
nicht hat. Es mätsste fätr diese Abmachungen ein eigener Contra,[],['Contra'],[],[];;
hent geschaffen werden. Das ist die Jätdische Colonialbank. (Stätr,['(Stätr'],[],[],[];;
mischer, langanhaltender Beifall und Händeklatschen.) Wenn noch,[],['Händeklatschen'],[],[];;
irgend Jemand die Frage aufwerfen konnte, ob die zionistische,[],['Jemand'],[],[];;
Bewegung ein ernst zu nehmender Factor sei ” die hunderttausend,[],[],[],[];;
Subscribenten der Jätdischen Colonialbank haben darauf geant,[],[],[],[];;
wortet. Aus Sibirien, von den Grenzen Chinas, und aus dem sätd,['Chinas'],['Sibirien'],[],[];;
"lichsten Argentinien, von Canada und aus dem Transvaal ist die,[],['Argentinien'],[],""['lichsten Argentinien', 'Canada', 'Transvaal']""";;
Antwort gekommen. (Erneuter lebhafter Beifall und Händeklatschen.),[],['Händeklatschen'],[],[];;
Die Colonialbank existiert heute.,[],[],[],[];;
Wir alle, die wir unserer Idee mit immer frischer Begeisterung,[],[],[],[];;
dienen, haben nicht die Gewohnheit, uns der gebrachten Opfer zu be-,['be-'],[],[],[];;
räthmen. Indem wir aber dem Congresse diesen beendigten Theil des,[],[],[],['Congresse'];;
Werkes vorlegen, dätrfen wir uns einmal das Herz erleichtern und sagen,,[],['Werkes'],[],[];;
dass es das bisher schwerste Opfer war, zu dem wir uns entschlossen.,[],[],[],[];;
Leute die nie etwas mit Geschäften zu thun gehabt, agitierten fätr die,[],[],[],[];;
8,[],[],[],[];;
Grätndung einer Bank und setzten sich den kränkendsten Ver,[],[],[],[];;
dächtigungen aus. Es mätsste sein, wir haben es gethan. Heute,[],[],[],[];;
ätbergeben wir das Werk dem Congresse, dem wir die vollständige,[],[],[],[];;
Aufsicht ätber die redliche und den zionistischen Zwecken dienende,[],[],[],[];;
Verwaltung der Bank gesichert haben. Der Congress wird durch,[],[],[],[];;
seine jährlich neugewählten Vertreter ätber das Institut verfätgen.,[],[],[],[];;
Es braucht wohl nicht erst gesagt zu werden, dass das Actien,[],[],[],[];;
capital nicht zur Landerwerbung verwendet werden soll. Die Bank,[],[],['capital'],[];;
ist nur ein Zwischenglied. Auf Grund des erlangten Charters,[],[],[],[];;
wird erst die eigentliche Landgesellschaft gegrätndet werden, und,[],[],[],[];;
zwar selbstverständlich mit einem entsprechend grösseren Capital.,[],[],[],[];;
Die Beschaffung gerade dieses grösseren Erfordernisses kann aber,[],[],[],[];;
schon heute als gesichert angenommen werden (Lebhafter Beifall,[],[],[],[];;
und Händeklatschen), und wir werden Ihnen darätber zu gelegener,[],['Händeklatschen'],[],[];;
Zeit Mittheilungen machen, die jetzt nicht gemacht werden können.,[],[],[],[];;
(Lebhafter Beifall und Händeklatschen.),[],['Händeklatschen'],[],[];;
All dies hat scheinbar den Charakter von Vorbereitungen,,[],[],[],[];;
von zukätnftigen Andeutungen. Es ist aber thatsächlich etwas so,[],[],[],[];;
"Praktisches und Gegenwärtiges wie eine Saat, die man dem Boden,""['Praktisches', 'Gegenwärtiges']"",[],[],[]";;
anvertraut. Zuerst war es eine Saat von Gedanken, nun ist es,[],['anvertraut.'],[],[];;
eine Saat von Einrichtungen. Es ist heute noch kein Brot, es ist,['Brot'],[],[],[];;
nur das Brot von morgen.,['Brot'],[],[],[];;
Die Allzusatten mit ihrer vom Wohlleben geschwächten Ein,[],[],[],[];;
bildungskraft wollen uns freilich noch nicht verstehen. Umso besser,[],[],[],[];;
verstehen uns die Armen und Mäthseligen. (Lebhafter Beifall.) Sie,[],[],[],[];;
haben die Phantasie der Noth. Sie wissen von heute und gestern,,[],['Noth'],[],[];;
wie weh auch morgen der Hunger thun wird. Und in dieser Lage,[],[],[],[];;
sind viele, viele Hunderttausende unseres Volkes. Das aber sind,[],[],[],[];;
die Verlässlichsten unserer Genossen, die nicht einmal imstande,[],[],[],[];;
sind, den jährlichen kleinen Beitrag fätr die Agitation zu leisten.,[],[],[],[];;
Sie sind die besten Zionisten, weil bei ihnen die alte Volkstradition,[],[],[],[];;
noch unvergessen ist, weil sie ein starkes religiöses Gefäthl haben,['Gefäthl'],[],[],[];;
und weil sie bittere Noth leiden. (Stätrmischer Beifall und Hände,['Hände'],[],['leiden.'],[];;
klatschen.) Schrecklich sind die Berichte aus vielen Gegenden.,['Schrecklich'],[],[],[];;
Das Judenthum ist eine Massenherberge des Elends mit Filialen,[],[],[],['Judenthum'];;
in der ganzen Welt. Auch das soll man von dieser Tribätne hören,,[],[],[],[];;
wie es die traurige Wahrheit ist. Und diese Zustände schreien,[],[],[],[];;
nach einer Abhilfe. Aus der tiefen Noth entstehen Krankheiten,[],['Abhilfe'],[],[];;
und sittliche Verwahrlosung, und die verdätsterten Gemätther,[],[],[],[];;
werden ein Nährboden fätr alle äussersten Umsturzgedanken. Da,[],[],[],[];;
wollen wir bessernd eingreifen. (Lebhafter Beifall.) In der ge,[],[],[],[];;
sunden Arbeit auf einer geliebten Erde, glauben wir, ist das Heil,[],['Erde'],['sunden'],[];;
zu finden. (Lebhafter Beifall.) Die Arbeit soll unserem Volke das,[],[],[],[];;
morgige Brot verschaffen und auch die Ehre von morgen, die,['Brot'],[],[],[];;
Freiheit von morgen. (Stätrmischer Beifall und Händeklatschen im,[],[],[],[];;
Saale und auf den Gallerien.),[],['Gallerien'],[],['Saale'];;
9,[],[],[],[];;
An die Gerechten aller Confessionen und Nationen ergeht,[],[],[],[];;
unser Ruf um Beistand. Wir brauchen keine andere Hilfe von,[],['Beistand'],[],[];;
aussen, als eine moralische. Es gibt Juden genug, die innerlich,[],[],[],[];;
mit uns eines Sinnes sind. Nur tragen manche ein Bedenken,,[],[],[],[];;
das zu zeigen, weil sie fätrchten, man wätrde es ihnen ätbel aus,[],[],[],[];;
legen. Wer uns nun die moralische Hilfe leisten will, weil er,[],[],[],[];;
findet, dass wir etwas Rechtschaffenes unternehmen, der möge in,[],[],[],[];;
seinem Wirkungskreise verhätten, dass Missverständnisse ätber,[],['Missverständnisse'],[],[];;
unsere Bewegung entstehen und dass man aus diesem Titel,[],[],[],[];;
wieder neue falsche Beschuldigungen, wie schon so oft, gegen uns,[],[],[],[];;
erhebe. Diese heilsame Bewegung wätrde sonst eingeschätchtert,[],[],[],[];;
werden und geriethe vielleicht ins Stocken. Welcher Gerechte,['Welcher Gerechte'],[],['geriethe'],[];;
will das?,[],[],[],[];;
Hier ringt ein Volk um seine Existenz, Ehre und Freiheit.,['Existenz'],[],[],[];;
Es will aus einer Stickluft hinaus in den Sonnenschein. Die,[],[],[],[];;
jetzigen Zustände der Juden können nach drei Wegen fäthren.,[],[],[],[];;
Der eine wäre das dumpfe Ertragen von Schimpf und Noth. Der,[],['Noth'],[],[];;
andere die Auflehnung, die Feindschaft gegen eine stiefmättterliche,[],[],[],[];;
Gesellschaft. Unser Weg ist der dritte; aufschwingen wollen wir,[],['Gesellschaft'],[],[];
uns zu einer höheren Stufe der Gesittung, Wohlfahrt verbreiten,,[],[],[],[];;
dem Verkehre der Völker neue Strassen bauen, und fätr die sociale,[],[],[],[];;
Gerechtigkeit einen Durchbruch suchen. (Stätrmischer Beifall und,[],[],[],[];;
Händeklatschen.) Und gleichwie unser lieber Dichter aus seinen,[],['Händeklatschen'],['Händeklatschen.'],[];;
Schmerzen Lieder schuf, so bereiten wir aus unseren Leiden,[],[],[],[];;
einen Fortschritt der Menschheit, der wir dienen. (Stätrmischer,,[],[],[],[];;
sich immer wieder erneuernder Beifall und Händeklatschen.,[],['Händeklatschen'],[],[];;
Hätte- und Tätcherschwenken auf den Gallerien.,['Hätte-'],[],[],[];;
Redner wird,['Redner'],[],[],[];;
von allen Seiten beglätckwätnscht.),[],[],[],[];;
Der nächste Punkt der Tagesordnung ist die Wahl des,[],[],[],[];;
Legitimations-Ausschusses. Ich bitte den Herrn Obmann der,['Herrn Obmann'],[],[],[];;
Permanenzcommission, den Vorschlag vorzulesen.,[],[],[],[];;
Ich bemerke dem Congresse, was ätbrigens die Herren aus dem,[],[],[],[];;
Ausschusse wissen, dass sich aus den Landsmannschaften ein Permanenz,[],[],[],[];;
Ausschuss gebildet hat, um die Durchfäthrung der Wahlen zu erleichtern,,[],[],[],[];;
und dass ein Vorschlag hier auf Grund der in diesem Ausschusse vor,[],[],[],['Ausschusse vor'];;
genommenen Nennungen,[],[],[],[];;
erfolgen wird.,[],[],[],[];;
Del. York-Steiner:,['Del. York-Steiner'],[],[],['Del.'];;
Im Einverständnisse mit sämmtlichen Lands,[],[],[],[];;
mannschaften schlage ich,[],[],[],[];;
Ihnen fätr den Legitimations-Ausschuss,[],[],[],[];;
folgende eilf Mitglieder,[],[],[],[];;
vor:,[],[],[],[];;
Rosenbaum aus Minsk,,['Rosenbaum'],['Minsk'],[],['Minsk'];;
Meyer aus New-York.,[],['New-York'],[],[];;
"Ingenieur Bruck aus Ekaterinoslaw,[],""['Ingenieur', 'Ekaterinoslaw']"",['Bruck'],[]";;
Seidener aus Wien,,['Seidener'],['Wien'],['Seidener'],['Wien'];;
J. Stern aus Bukarest,,['J. Stern'],['Bukarest'],['J. Stern'],[];;
Dr. Friedemann aus Berlin,,['Dr. Friedemann'],['Berlin'],[],['Berlin'];;
A. Lindenberg aus,['A. Lindenberg'],[],['A. Lindenberg'],[];;
Bukarest,,[],['Bukarest'],[],[];;
"Wolpe aus Frankfurt,,['Wolpe'],""['Frankfurt,']"",['Wolpe'],""['Frankfurt,']""";;
Kurzmann aus Rzeszow,,['Kurzmann'],['Rzeszow'],['Kurzmann'],[];;
Dr. Rosenheck aus Kolomea,,['Dr. Rosenheck'],['Kolomea'],[],[];;
Rintel aus,['Rintel'],[],[],['Rintel'];;
Rustschuk.,[],['Rustschuk'],[],[];;
Ich glaube, dass,[],[],[],[];;
Sie diese Wahl per acclamationem vornehmen,[],[],[],[];;
können.,[],[],[],[];;
Vors. Dr. Herzl: Es wird beantragt, die Wahl des Legitimations,['Dr. Herzl'],['Vors'],[],[];;
Ausschusses durch Acclamation vorzunehmen.,[],[],[],[];;
Wenn kein Wider,[],[],[],[];;
spruch dagegen erhoben wird (Nach einer Pause): so bringe ich die,['Pause'],[],[],[];;
10,[],[],[],[];;
ganze Liste zur Abstimmung. Diejenigen, die fätr den Vorschlag der,[],['Liste'],[],[];;
Permanenz-Commission bezätglich des Legitimations-Ausschusses sind,,[],[],[],['Permanenz-Commission'];;
wollen die Hand erheben. (Geschieht.) Ich bitte um die Gegenprobe.,[],[],[],[];;
(Nach einer Pause): Der Vorschlag ist angenommen. Die Herren,['Pause'],[],[],[];;
werden sich dann constituieren und die Wahlprätfung vornehmen.,[],[],[],[];;
Nun ist das Congress-Bureau vorzuschlagen.,[],[],[],['Congress-Bureau'];;
